"Дата","Критерий","Парам. №1","Парам. №2","Значение"
"26.12.2019","views","","",6
"26.12.2019","visitors","","",5
"26.12.2019","gender","М","",5
"26.12.2019","age","18-21","",3
"26.12.2019","age","21-24","",1
"26.12.2019","gender_age","М","18-21",3
"26.12.2019","gender_age","М","21-24",1
"26.12.2019","cities","Санкт-Петербург","",3
"26.12.2019","countries","Россия","",5
"26.12.2019","sections","Обсуждения","",2
"26.12.2019","sections","Видеозаписи","",1
"25.12.2019","views","","",2
"25.12.2019","visitors","","",1
"25.12.2019","gender","М","",1
"25.12.2019","age","30-35","",1
"25.12.2019","gender_age","М","30-35",1
"25.12.2019","cities","Анапа","",1
"25.12.2019","countries","Россия","",1
"24.12.2019","views","","",2
"24.12.2019","visitors","","",1
"24.12.2019","gender","М","",1
"24.12.2019","age","18-21","",1
"24.12.2019","gender_age","М","18-21",1
"24.12.2019","countries","Россия","",1
"23.12.2019","views","","",10
"23.12.2019","visitors","","",4
"23.12.2019","gender","Ж","",1
"23.12.2019","gender","М","",2
"23.12.2019","age","18-21","",2
"23.12.2019","gender_age","М","18-21",2
"23.12.2019","cities","Санкт-Петербург","",1
"23.12.2019","countries","Россия","",2
"23.12.2019","countries","США","",1
"23.12.2019","countries","Малайзия","",1
"23.12.2019","sections","Обсуждения","",7
"22.12.2019","views","","",7
"22.12.2019","visitors","","",2
"22.12.2019","gender","Ж","",1
"22.12.2019","gender","М","",1
"22.12.2019","age","24-27","",1
"22.12.2019","gender_age","Ж","24-27",1
"22.12.2019","countries","Россия","",1
"22.12.2019","countries","Таиланд","",1
"22.12.2019","sections","Обсуждения","",3
"22.12.2019","members","Новые участники","",2
"22.12.2019","members","Вышедшие участники","",1
"21.12.2019","views","","",6
"21.12.2019","visitors","","",3
"21.12.2019","gender","Ж","",2
"21.12.2019","gender","М","",1
"21.12.2019","age","18-21","",2
"21.12.2019","age","21-24","",1
"21.12.2019","gender_age","Ж","18-21",1
"21.12.2019","gender_age","Ж","21-24",1
"21.12.2019","gender_age","М","18-21",1
"21.12.2019","cities","Санкт-Петербург","",1
"21.12.2019","countries","Россия","",2
"21.12.2019","countries","Нидерланды","",1
"21.12.2019","sections","Обсуждения","",3
"21.12.2019","feedback","Нравится","",1
"20.12.2019","views","","",21
"20.12.2019","visitors","","",7
"20.12.2019","gender","Ж","",2
"20.12.2019","gender","М","",5
"20.12.2019","age","18-21","",3
"20.12.2019","age","24-27","",2
"20.12.2019","age","27-30","",1
"20.12.2019","age","30-35","",1
"20.12.2019","gender_age","Ж","24-27",2
"20.12.2019","gender_age","М","18-21",3
"20.12.2019","gender_age","М","27-30",1
"20.12.2019","gender_age","М","30-35",1
"20.12.2019","cities","Санкт-Петербург","",5
"20.12.2019","countries","Россия","",6
"20.12.2019","countries","Таиланд","",1
"20.12.2019","sections","Обсуждения","",9
"20.12.2019","feedback","Нравится","",2
"19.12.2019","views","","",18
"19.12.2019","visitors","","",6
"19.12.2019","gender","Ж","",5
"19.12.2019","gender","М","",1
"19.12.2019","age","18-21","",2
"19.12.2019","age","21-24","",2
"19.12.2019","age","24-27","",1
"19.12.2019","age","30-35","",1
"19.12.2019","gender_age","Ж","18-21",2
"19.12.2019","gender_age","Ж","21-24",2
"19.12.2019","gender_age","Ж","24-27",1
"19.12.2019","gender_age","М","30-35",1
"19.12.2019","cities","Санкт-Петербург","",3
"19.12.2019","cities","Майкоп","",1
"19.12.2019","countries","Россия","",2
"19.12.2019","countries","Сингапур","",1
"19.12.2019","countries","Польша","",1
"19.12.2019","countries","Германия","",1
"19.12.2019","countries","Китай","",1
"19.12.2019","sections","Обсуждения","",12
"18.12.2019","views","","",8
"18.12.2019","visitors","","",4
"18.12.2019","gender","Ж","",2
"18.12.2019","gender","М","",2
"18.12.2019","age","18-21","",3
"18.12.2019","age","21-24","",1
"18.12.2019","gender_age","Ж","18-21",1
"18.12.2019","gender_age","Ж","21-24",1
"18.12.2019","gender_age","М","18-21",2
"18.12.2019","cities","Санкт-Петербург","",4
"18.12.2019","countries","Россия","",4
"18.12.2019","sections","Обсуждения","",4
"17.12.2019","views","","",20
"17.12.2019","visitors","","",7
"17.12.2019","gender","Ж","",5
"17.12.2019","gender","М","",2
"17.12.2019","age","18-21","",1
"17.12.2019","age","27-30","",4
"17.12.2019","age","35-45","",1
"17.12.2019","gender_age","Ж","27-30",3
"17.12.2019","gender_age","Ж","35-45",1
"17.12.2019","gender_age","М","18-21",1
"17.12.2019","gender_age","М","27-30",1
"17.12.2019","cities","Санкт-Петербург","",3
"17.12.2019","cities","Брянск","",1
"17.12.2019","countries","Россия","",3
"17.12.2019","countries","Таиланд","",1
"17.12.2019","countries","Нидерланды","",1
"17.12.2019","countries","Сингапур","",1
"17.12.2019","countries","США","",1
"17.12.2019","sections","Обсуждения","",13
"16.12.2019","views","","",4
"16.12.2019","visitors","","",3
"16.12.2019","gender","М","",3
"16.12.2019","age","18-21","",2
"16.12.2019","age","27-30","",1
"16.12.2019","gender_age","М","18-21",2
"16.12.2019","gender_age","М","27-30",1
"16.12.2019","cities","Санкт-Петербург","",2
"16.12.2019","countries","Россия","",3
"16.12.2019","sections","Обсуждения","",2
"15.12.2019","views","","",15
"15.12.2019","visitors","","",8
"15.12.2019","gender","Ж","",4
"15.12.2019","gender","М","",3
"15.12.2019","age","18-21","",5
"15.12.2019","age","24-27","",1
"15.12.2019","age","27-30","",1
"15.12.2019","gender_age","Ж","18-21",2
"15.12.2019","gender_age","Ж","24-27",1
"15.12.2019","gender_age","Ж","27-30",1
"15.12.2019","gender_age","М","18-21",3
"15.12.2019","cities","Санкт-Петербург","",6
"15.12.2019","countries","Россия","",6
"15.12.2019","countries","Индонезия","",1
"15.12.2019","countries","Франция","",1
"15.12.2019","sections","Обсуждения","",7
"15.12.2019","members","Вышедшие участники","",1
"14.12.2019","views","","",5
"14.12.2019","visitors","","",3
"14.12.2019","gender","М","",2
"14.12.2019","age","18-21","",1
"14.12.2019","age","30-35","",1
"14.12.2019","gender_age","М","18-21",1
"14.12.2019","gender_age","М","30-35",1
"14.12.2019","cities","Санкт-Петербург","",2
"14.12.2019","countries","Россия","",2
"14.12.2019","countries","Германия","",1
"14.12.2019","sections","Обсуждения","",3
"13.12.2019","views","","",25
"13.12.2019","visitors","","",9
"13.12.2019","gender","Ж","",2
"13.12.2019","gender","М","",7
"13.12.2019","age","18-21","",5
"13.12.2019","age","24-27","",1
"13.12.2019","gender_age","Ж","18-21",1
"13.12.2019","gender_age","М","18-21",4
"13.12.2019","gender_age","М","24-27",1
"13.12.2019","cities","Санкт-Петербург","",6
"13.12.2019","countries","Россия","",7
"13.12.2019","countries","Казахстан","",1
"13.12.2019","countries","Франция","",1
"13.12.2019","sections","Обсуждения","",17
"13.12.2019","activity","Комментарии к обсуждениям","",2
"12.12.2019","views","","",22
"12.12.2019","visitors","","",7
"12.12.2019","gender","Ж","",1
"12.12.2019","gender","М","",6
"12.12.2019","age","18-21","",7
"12.12.2019","gender_age","Ж","18-21",1
"12.12.2019","gender_age","М","18-21",6
"12.12.2019","cities","Санкт-Петербург","",6
"12.12.2019","countries","Россия","",7
"12.12.2019","sections","Обсуждения","",15
"12.12.2019","activity","Комментарии к обсуждениям","",4
"11.12.2019","views","","",8
"11.12.2019","visitors","","",7
"11.12.2019","gender","Ж","",3
"11.12.2019","gender","М","",4
"11.12.2019","age","18-21","",5
"11.12.2019","age","21-24","",1
"11.12.2019","age","24-27","",1
"11.12.2019","gender_age","Ж","18-21",2
"11.12.2019","gender_age","Ж","24-27",1
"11.12.2019","gender_age","М","18-21",3
"11.12.2019","gender_age","М","21-24",1
"11.12.2019","cities","Санкт-Петербург","",5
"11.12.2019","cities","Сыктывкар","",1
"11.12.2019","countries","Россия","",7
"11.12.2019","sections","Обсуждения","",2
"11.12.2019","activity","Комментарии к обсуждениям","",1
"10.12.2019","views","","",26
"10.12.2019","visitors","","",12
"10.12.2019","gender","Ж","",3
"10.12.2019","gender","М","",9
"10.12.2019","age","18-21","",9
"10.12.2019","age","35-45","",2
"10.12.2019","age","45+","",1
"10.12.2019","gender_age","Ж","18-21",3
"10.12.2019","gender_age","М","18-21",6
"10.12.2019","gender_age","М","35-45",2
"10.12.2019","gender_age","М","45+",1
"10.12.2019","cities","Санкт-Петербург","",8
"10.12.2019","cities","Омск","",1
"10.12.2019","cities","Кострома","",1
"10.12.2019","cities","Дубна","",1
"10.12.2019","countries","Россия","",12
"10.12.2019","sections","Обсуждения","",12
"10.12.2019","sections","Видеозаписи","",1
"10.12.2019","sections","Фотоальбомы","",1
"10.12.2019","activity","Комментарии к обсуждениям","",2
"10.12.2019","members","Вышедшие участники","",1
"09.12.2019","views","","",55
"09.12.2019","visitors","","",19
"09.12.2019","gender","Ж","",3
"09.12.2019","gender","М","",13
"09.12.2019","age","18-21","",13
"09.12.2019","age","30-35","",3
"09.12.2019","gender_age","Ж","18-21",3
"09.12.2019","gender_age","М","18-21",10
"09.12.2019","gender_age","М","30-35",3
"09.12.2019","cities","Санкт-Петербург","",15
"09.12.2019","cities","Кемерово","",1
"09.12.2019","countries","Россия","",19
"09.12.2019","sections","Обсуждения","",34
"09.12.2019","activity","Темы обсуждений","",1
"09.12.2019","activity","Комментарии к обсуждениям","",2
"09.12.2019","feedback","Нравится","",1
"08.12.2019","views","","",29
"08.12.2019","visitors","","",22
"08.12.2019","gender","Ж","",5
"08.12.2019","gender","М","",13
"08.12.2019","age","18-21","",10
"08.12.2019","age","21-24","",2
"08.12.2019","age","30-35","",3
"08.12.2019","age","45+","",1
"08.12.2019","gender_age","Ж","18-21",3
"08.12.2019","gender_age","Ж","21-24",1
"08.12.2019","gender_age","М","18-21",7
"08.12.2019","gender_age","М","21-24",1
"08.12.2019","gender_age","М","30-35",3
"08.12.2019","gender_age","М","45+",1
"08.12.2019","cities","Санкт-Петербург","",13
"08.12.2019","cities","Новоуральск","",1
"08.12.2019","cities","Ростов-на-Дону","",1
"08.12.2019","cities","Сыктывкар","",1
"08.12.2019","countries","Россия","",22
"08.12.2019","sections","Видеозаписи","",1
"08.12.2019","sections","Фотоальбомы","",1
"08.12.2019","feedback","Нравится","",7
"08.12.2019","members","Новые участники","",1
"07.12.2019","views","","",37
"07.12.2019","visitors","","",21
"07.12.2019","gender","Ж","",7
"07.12.2019","gender","М","",13
"07.12.2019","age","1-18","",1
"07.12.2019","age","18-21","",13
"07.12.2019","age","21-24","",1
"07.12.2019","age","24-27","",1
"07.12.2019","age","30-35","",1
"07.12.2019","gender_age","Ж","1-18",1
"07.12.2019","gender_age","Ж","18-21",5
"07.12.2019","gender_age","Ж","24-27",1
"07.12.2019","gender_age","М","18-21",8
"07.12.2019","gender_age","М","21-24",1
"07.12.2019","gender_age","М","30-35",1
"07.12.2019","cities","Санкт-Петербург","",17
"07.12.2019","countries","Россия","",21
"07.12.2019","sections","Фотоальбомы","",2
"07.12.2019","members","Новые участники","",2
"07.12.2019","members","Вышедшие участники","",1
"06.12.2019","views","","",33
"06.12.2019","visitors","","",21
"06.12.2019","gender","Ж","",4
"06.12.2019","gender","М","",15
"06.12.2019","age","18-21","",13
"06.12.2019","age","21-24","",3
"06.12.2019","age","30-35","",1
"06.12.2019","gender_age","Ж","18-21",3
"06.12.2019","gender_age","Ж","21-24",1
"06.12.2019","gender_age","М","18-21",10
"06.12.2019","gender_age","М","21-24",2
"06.12.2019","gender_age","М","30-35",1
"06.12.2019","cities","Санкт-Петербург","",14
"06.12.2019","cities","Уфа","",1
"06.12.2019","cities","Щёлково","",1
"06.12.2019","countries","Россия","",20
"06.12.2019","countries","Швеция","",1
"06.12.2019","sections","Фотоальбомы","",4
"06.12.2019","feedback","Нравится","",1
"05.12.2019","views","","",15
"05.12.2019","visitors","","",5
"05.12.2019","gender","М","",5
"05.12.2019","age","18-21","",3
"05.12.2019","age","30-35","",2
"05.12.2019","gender_age","М","18-21",3
"05.12.2019","gender_age","М","30-35",2
"05.12.2019","cities","Санкт-Петербург","",3
"05.12.2019","countries","Россия","",5
"05.12.2019","feedback","Нравится","",2
"05.12.2019","feedback","Рассказали друзьям","",1
"04.12.2019","views","","",2
"04.12.2019","visitors","","",2
"04.12.2019","gender","Ж","",1
"04.12.2019","gender","М","",1
"04.12.2019","age","30-35","",1
"04.12.2019","gender_age","Ж","30-35",1
"04.12.2019","cities","Пенза","",1
"04.12.2019","countries","Россия","",2
"03.12.2019","views","","",6
"03.12.2019","visitors","","",4
"03.12.2019","gender","Ж","",2
"03.12.2019","gender","М","",1
"03.12.2019","age","24-27","",1
"03.12.2019","age","35-45","",2
"03.12.2019","gender_age","Ж","24-27",1
"03.12.2019","gender_age","Ж","35-45",1
"03.12.2019","gender_age","М","35-45",1
"03.12.2019","cities","Санкт-Петербург","",2
"03.12.2019","cities","Кострома","",1
"03.12.2019","countries","Россия","",4
"03.12.2019","members","Новые участники","",1
"02.12.2019","views","","",1
"02.12.2019","visitors","","",1
"02.12.2019","gender","Ж","",1
"02.12.2019","age","21-24","",1
"02.12.2019","gender_age","Ж","21-24",1
"02.12.2019","countries","Россия","",1
"01.12.2019","views","","",0
"01.12.2019","visitors","","",0
"01.12.2019","members","Вышедшие участники","",1
"30.11.2019","views","","",1
"30.11.2019","visitors","","",1
"30.11.2019","gender","М","",1
"30.11.2019","age","18-21","",1
"30.11.2019","gender_age","М","18-21",1
"30.11.2019","cities","Санкт-Петербург","",1
"30.11.2019","countries","Россия","",1
"29.11.2019","views","","",2
"29.11.2019","visitors","","",1
"29.11.2019","gender","М","",1
"29.11.2019","age","18-21","",1
"29.11.2019","gender_age","М","18-21",1
"29.11.2019","countries","Россия","",1
"28.11.2019","views","","",4
"28.11.2019","visitors","","",4
"28.11.2019","gender","Ж","",1
"28.11.2019","gender","М","",3
"28.11.2019","age","18-21","",1
"28.11.2019","age","21-24","",1
"28.11.2019","age","30-35","",1
"28.11.2019","age","45+","",1
"28.11.2019","gender_age","Ж","45+",1
"28.11.2019","gender_age","М","18-21",1
"28.11.2019","gender_age","М","21-24",1
"28.11.2019","gender_age","М","30-35",1
"28.11.2019","cities","Санкт-Петербург","",3
"28.11.2019","cities","Омск","",1
"28.11.2019","countries","Россия","",4
"27.11.2019","views","","",0
"27.11.2019","visitors","","",0
"27.11.2019","members","Новые участники","",1
