"Дата","Критерий","Парам. №1","Парам. №2","Значение"
"11.02.2020","gender_age","М","18-21",1
"11.02.2020","gender_age","М","27-30",1
"11.02.2020","gender_age","М","30-35",3
"11.02.2020","gender_age","М","35-45",2
"11.02.2020","cities","Санкт-Петербург","",2
"11.02.2020","cities","Рубцовск","",1
"11.02.2020","cities","Москва","",1
"11.02.2020","cities","Ростов-на-Дону","",1
"11.02.2020","cities","Минск","",1
"11.02.2020","cities","Рязань","",1
"11.02.2020","cities","Казань","",1
"11.02.2020","countries","Россия","",9
"11.02.2020","countries","Беларусь","",1
"11.02.2020","feedback","Нравится","",2
"11.02.2020","feedback","Рассказали друзьям","",1
"11.02.2020","members","Новые участники","",2
"11.02.2020","members","Вышедшие участники","",1
"10.02.2020","views","","",19
"10.02.2020","visitors","","",12
"10.02.2020","gender","Ж","",2
"10.02.2020","gender","М","",5
"10.02.2020","age","24-27","",2
"10.02.2020","age","30-35","",2
"10.02.2020","age","35-45","",1
"10.02.2020","gender_age","Ж","24-27",1
"10.02.2020","gender_age","М","24-27",1
"10.02.2020","gender_age","М","30-35",2
"10.02.2020","gender_age","М","35-45",1
"10.02.2020","cities","Москва","",2
"10.02.2020","cities","Ростов-на-Дону","",1
"10.02.2020","cities","Хабаровск","",1
"10.02.2020","cities","Рубцовск","",1
"10.02.2020","cities","Калининград","",1
"10.02.2020","countries","Россия","",10
"10.02.2020","countries","Молдова","",1
"10.02.2020","countries","Германия","",1
"10.02.2020","sections","Видеозаписи","",1
"10.02.2020","members","Новые участники","",2
"09.02.2020","views","","",21
"09.02.2020","visitors","","",15
"09.02.2020","gender","Ж","",3
"09.02.2020","gender","М","",11
"09.02.2020","age","27-30","",2
"09.02.2020","age","30-35","",3
"09.02.2020","age","35-45","",2
"09.02.2020","age","45+","",3
"09.02.2020","gender_age","Ж","27-30",1
"09.02.2020","gender_age","М","27-30",1
"09.02.2020","gender_age","М","30-35",3
"09.02.2020","gender_age","М","35-45",2
"09.02.2020","gender_age","М","45+",3
"09.02.2020","cities","Санкт-Петербург","",3
"09.02.2020","cities","Москва","",2
"09.02.2020","cities","Мозырь","",1
"09.02.2020","cities","Рубцовск","",1
"09.02.2020","cities","Екатеринбург","",1
"09.02.2020","cities","Пермь","",1
"09.02.2020","cities","Ростов-на-Дону","",1
"09.02.2020","countries","Россия","",13
"09.02.2020","countries","Беларусь","",1
"09.02.2020","countries","","",1
"09.02.2020","sections","Видеозаписи","",4
"09.02.2020","feedback","Нравится","",1
"09.02.2020","members","Новые участники","",1
"09.02.2020","members","Вышедшие участники","",2
"08.02.2020","views","","",18
"08.02.2020","visitors","","",13
"08.02.2020","gender","Ж","",1
"08.02.2020","gender","М","",9
"08.02.2020","age","24-27","",1
"08.02.2020","age","27-30","",2
"08.02.2020","age","30-35","",4
"08.02.2020","age","35-45","",1
"08.02.2020","age","45+","",1
"08.02.2020","gender_age","Ж","27-30",1
"08.02.2020","gender_age","М","24-27",1
"08.02.2020","gender_age","М","27-30",1
"08.02.2020","gender_age","М","30-35",4
"08.02.2020","gender_age","М","35-45",1
"08.02.2020","gender_age","М","45+",1
"08.02.2020","cities","Санкт-Петербург","",1
"08.02.2020","cities","Москва","",1
"08.02.2020","cities","Хабаровск","",1
"08.02.2020","cities","Троицк","",1
"08.02.2020","cities","Мозырь","",1
"08.02.2020","countries","Россия","",8
"08.02.2020","countries","Молдова","",1
"08.02.2020","countries","Италия","",1
"08.02.2020","countries","Украина","",1
"08.02.2020","countries","Беларусь","",1
"08.02.2020","countries","Германия","",1
"08.02.2020","activity","Добавления в закладки","",1
"07.02.2020","views","","",16
"07.02.2020","visitors","","",11
"07.02.2020","gender","Ж","",1
"07.02.2020","gender","М","",8
"07.02.2020","age","21-24","",1
"07.02.2020","age","27-30","",1
"07.02.2020","age","30-35","",2
"07.02.2020","age","35-45","",2
"07.02.2020","gender_age","М","21-24",1
"07.02.2020","gender_age","М","27-30",1
"07.02.2020","gender_age","М","30-35",2
"07.02.2020","gender_age","М","35-45",2
"07.02.2020","cities","Рубцовск","",1
"07.02.2020","cities","Печора","",1
"07.02.2020","cities","Екатеринбург","",1
"07.02.2020","cities","Москва","",1
"07.02.2020","cities","Ростов-на-Дону","",1
"07.02.2020","countries","Россия","",9
"07.02.2020","countries","Кипр","",1
"07.02.2020","countries","","",1
"07.02.2020","sections","Видеозаписи","",1
"07.02.2020","members","Новые участники","",1
"07.02.2020","members","Вышедшие участники","",1
"06.02.2020","views","","",25
"06.02.2020","visitors","","",14
"06.02.2020","gender","Ж","",5
"06.02.2020","gender","М","",8
"06.02.2020","age","18-21","",1
"06.02.2020","age","24-27","",2
"06.02.2020","age","30-35","",2
"06.02.2020","age","35-45","",4
"06.02.2020","age","45+","",2
"06.02.2020","gender_age","Ж","18-21",1
"06.02.2020","gender_age","Ж","30-35",1
"06.02.2020","gender_age","Ж","35-45",1
"06.02.2020","gender_age","Ж","45+",2
"06.02.2020","gender_age","М","24-27",2
"06.02.2020","gender_age","М","30-35",1
"06.02.2020","gender_age","М","35-45",3
"06.02.2020","cities","Санкт-Петербург","",2
"06.02.2020","cities","Москва","",2
"06.02.2020","cities","Киев","",1
"06.02.2020","cities","Иркутск","",1
"06.02.2020","cities","Ижевск","",1
"06.02.2020","cities","Хабаровск","",1
"06.02.2020","cities","Сыктывкар","",1
"06.02.2020","cities","Минск","",1
"06.02.2020","countries","Россия","",9
"06.02.2020","countries","Украина","",2
"06.02.2020","countries","Казахстан","",1
"06.02.2020","countries","Нидерланды","",1
"06.02.2020","countries","Беларусь","",1
"06.02.2020","sections","Видеозаписи","",1
"06.02.2020","members","Новые участники","",3
"06.02.2020","members","Вышедшие участники","",3
"05.02.2020","views","","",14
"05.02.2020","visitors","","",9
"05.02.2020","gender","Ж","",2
"05.02.2020","gender","М","",5
"05.02.2020","age","24-27","",1
"05.02.2020","age","30-35","",4
"05.02.2020","age","45+","",1
"05.02.2020","gender_age","Ж","24-27",1
"05.02.2020","gender_age","Ж","45+",1
"05.02.2020","gender_age","М","30-35",4
"05.02.2020","cities","Москва","",2
"05.02.2020","cities","Санкт-Петербург","",2
"05.02.2020","cities","Рубцовск","",1
"05.02.2020","cities","Абинск","",1
"05.02.2020","cities","Нижний Новгород","",1
"05.02.2020","countries","Россия","",9
"05.02.2020","sections","Видеозаписи","",3
"05.02.2020","feedback","Нравится","",1
"05.02.2020","members","Вышедшие участники","",1
"04.02.2020","views","","",20
"04.02.2020","visitors","","",13
"04.02.2020","gender","Ж","",1
"04.02.2020","gender","М","",8
"04.02.2020","age","30-35","",5
"04.02.2020","age","35-45","",3
"04.02.2020","gender_age","Ж","35-45",1
"04.02.2020","gender_age","М","30-35",5
"04.02.2020","gender_age","М","35-45",2
"04.02.2020","cities","Москва","",2
"04.02.2020","cities","Тверь","",1
"04.02.2020","cities","Тирасполь","",1
"04.02.2020","cities","Одесса","",1
"04.02.2020","cities","Санкт-Петербург","",1
"04.02.2020","countries","Россия","",9
"04.02.2020","countries","Украина","",2
"04.02.2020","countries","Германия","",1
"04.02.2020","countries","Молдова","",1
"04.02.2020","sections","Видеозаписи","",1
"03.02.2020","views","","",25
"03.02.2020","visitors","","",18
"03.02.2020","gender","Ж","",2
"03.02.2020","gender","М","",12
"03.02.2020","age","18-21","",1
"03.02.2020","age","24-27","",1
"03.02.2020","age","27-30","",2
"03.02.2020","age","30-35","",2
"03.02.2020","age","35-45","",2
"03.02.2020","age","45+","",2
"03.02.2020","gender_age","Ж","18-21",1
"03.02.2020","gender_age","Ж","24-27",1
"03.02.2020","gender_age","М","27-30",2
"03.02.2020","gender_age","М","30-35",2
"03.02.2020","gender_age","М","35-45",2
"03.02.2020","gender_age","М","45+",2
"03.02.2020","cities","Санкт-Петербург","",7
"03.02.2020","cities","Тверь","",1
"03.02.2020","cities","Алексин","",1
"03.02.2020","cities","Ростов-на-Дону","",1
"03.02.2020","cities","Praha","",1
"03.02.2020","cities","Москва","",1
"03.02.2020","countries","Россия","",16
"03.02.2020","countries","Великобритания","",1
"03.02.2020","countries","Чехия","",1
"03.02.2020","members","Вышедшие участники","",1
"02.02.2020","views","","",18
"02.02.2020","visitors","","",10
"02.02.2020","gender","Ж","",1
"02.02.2020","gender","М","",6
"02.02.2020","age","27-30","",3
"02.02.2020","age","30-35","",2
"02.02.2020","age","45+","",1
"02.02.2020","gender_age","Ж","30-35",1
"02.02.2020","gender_age","М","27-30",3
"02.02.2020","gender_age","М","30-35",1
"02.02.2020","gender_age","М","45+",1
"02.02.2020","cities","Санкт-Петербург","",2
"02.02.2020","cities","Петропавловск","",1
"02.02.2020","cities","Калининград","",1
"02.02.2020","cities","Рубцовск","",1
"02.02.2020","cities","Серпухов","",1
"02.02.2020","cities","Кулебаки","",1
"02.02.2020","countries","Россия","",8
"02.02.2020","countries","Казахстан","",2
"02.02.2020","sections","Видеозаписи","",3
"02.02.2020","activity","Добавления в закладки","",1
"02.02.2020","members","Новые участники","",2
"01.02.2020","views","","",11
"01.02.2020","visitors","","",9
"01.02.2020","gender","Ж","",2
"01.02.2020","gender","М","",5
"01.02.2020","age","24-27","",1
"01.02.2020","age","27-30","",1
"01.02.2020","age","30-35","",1
"01.02.2020","age","35-45","",4
"01.02.2020","gender_age","Ж","24-27",1
"01.02.2020","gender_age","Ж","35-45",1
"01.02.2020","gender_age","М","27-30",1
"01.02.2020","gender_age","М","30-35",1
"01.02.2020","gender_age","М","35-45",3
"01.02.2020","cities","Минск","",2
"01.02.2020","cities","Санкт-Петербург","",1
"01.02.2020","cities","Ижевск","",1
"01.02.2020","cities","Калининград","",1
"01.02.2020","countries","Россия","",7
"01.02.2020","countries","Беларусь","",2
"01.02.2020","sections","Видеозаписи","",1
"01.02.2020","feedback","Комментарии","",1
"01.02.2020","members","Новые участники","",1
"01.02.2020","members","Вышедшие участники","",2
"31.01.2020","views","","",23
"31.01.2020","visitors","","",17
"31.01.2020","gender","М","",11
"31.01.2020","age","24-27","",1
"31.01.2020","age","27-30","",1
"31.01.2020","age","30-35","",4
"31.01.2020","age","35-45","",1
"31.01.2020","age","45+","",1
"31.01.2020","gender_age","М","24-27",1
"31.01.2020","gender_age","М","27-30",1
"31.01.2020","gender_age","М","30-35",4
"31.01.2020","gender_age","М","35-45",1
"31.01.2020","gender_age","М","45+",1
"31.01.2020","cities","Пермь","",2
"31.01.2020","cities","Зима","",1
"31.01.2020","cities","Рубцовск","",1
"31.01.2020","cities","Москва","",1
"31.01.2020","cities","Ростов-на-Дону","",1
"31.01.2020","cities","Орск","",1
"31.01.2020","cities","Волгоград","",1
"31.01.2020","countries","Россия","",15
"31.01.2020","countries","Казахстан","",1
"31.01.2020","countries","Украина","",1
"31.01.2020","feedback","Комментарии","",2
"30.01.2020","views","","",11
"30.01.2020","visitors","","",5
"30.01.2020","gender","М","",5
"30.01.2020","age","21-24","",1
"30.01.2020","age","27-30","",1
"30.01.2020","age","30-35","",2
"30.01.2020","age","35-45","",1
"30.01.2020","gender_age","М","21-24",1
"30.01.2020","gender_age","М","27-30",1
"30.01.2020","gender_age","М","30-35",2
"30.01.2020","gender_age","М","35-45",1
"30.01.2020","cities","Москва","",2
"30.01.2020","cities","Чудиново","",1
"30.01.2020","cities","Санкт-Петербург","",1
"30.01.2020","countries","Россия","",5
"30.01.2020","sections","Видеозаписи","",1
"30.01.2020","activity","Добавления в закладки","",8
"30.01.2020","feedback","Нравится","",1
"30.01.2020","members","Новые участники","",1
"30.01.2020","members","Вышедшие участники","",2
"29.01.2020","views","","",22
"29.01.2020","visitors","","",20
"29.01.2020","gender","Ж","",2
"29.01.2020","gender","М","",11
"29.01.2020","age","1-18","",1
"29.01.2020","age","30-35","",5
"29.01.2020","age","35-45","",2
"29.01.2020","age","45+","",2
"29.01.2020","gender_age","Ж","35-45",1
"29.01.2020","gender_age","М","1-18",1
"29.01.2020","gender_age","М","30-35",5
"29.01.2020","gender_age","М","35-45",1
"29.01.2020","gender_age","М","45+",2
"29.01.2020","cities","Рязань","",1
"29.01.2020","cities","Белгород","",1
"29.01.2020","cities","Москва","",1
"29.01.2020","cities","Рубцовск","",1
"29.01.2020","cities","Волгоград","",1
"29.01.2020","cities","Кемерово","",1
"29.01.2020","cities","Пермь","",1
"29.01.2020","cities","Санкт-Петербург","",1
"29.01.2020","cities","Хмельницкий","",1
"29.01.2020","cities","Омск","",1
"29.01.2020","cities","Ottawa","",1
"29.01.2020","countries","Россия","",19
"29.01.2020","countries","Молдова","",1
"29.01.2020","sections","Видеозаписи","",1
"29.01.2020","feedback","Нравится","",5
"29.01.2020","feedback","Комментарии","",6
"29.01.2020","members","Новые участники","",1
"28.01.2020","views","","",13
"28.01.2020","visitors","","",12
"28.01.2020","gender","М","",8
"28.01.2020","age","27-30","",1
"28.01.2020","age","30-35","",2
"28.01.2020","age","35-45","",3
"28.01.2020","age","45+","",1
"28.01.2020","gender_age","М","27-30",1
"28.01.2020","gender_age","М","30-35",2
"28.01.2020","gender_age","М","35-45",3
"28.01.2020","gender_age","М","45+",1
"28.01.2020","cities","Санкт-Петербург","",2
"28.01.2020","cities","Волгоград","",1
"28.01.2020","cities","Пермь","",1
"28.01.2020","cities","Алексин","",1
"28.01.2020","cities","Оренбург","",1
"28.01.2020","countries","Россия","",9
"28.01.2020","countries","США","",1
